Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
UA4H66MR;journalArticle;2011;"Firstater, F.N.; Hidalgo, F.J.; Lomovasky, B.J.; Ramos, E.; Gamero, P.; Iribarne, O.O.";Habitat structure is more important than nutrient supply in modifying mussel bed assemblage in an upwelling area of the Peruvian coast;Helgoland Marine Research;;14383888 (ISSN);10.1007/s10152-010-0214-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956120422&doi=10.1007%2fs10152-010-0214-3&partnerID=40&md5=d57456ea76bad6f55fe6646ab3069ad9;Upwelling intensity modifies coastal primary production and influences individual traits of habitat-forming species. Along the Peruvian coast, beds of the mytilid Perumytilus purpuratus provide structurally complex habitats that harbour many organisms. We predict that in the nutrient-rich system of Central Peru, the modification of structural complexity would have stronger effects on the Perumytilus community than nutrient addition. We experimentally examined the effects of nutrient addition on the Perumytilus-dominated assemblage and we evaluated the potential effect of varying shell size on the Perumytilus-dominated assemblage. Nutrient addition to the mussel bed with slow-release fertilizers caused no changes in the total macro- and microalgal biomass and did not affect abundances or composition of the assemblage. To explore the effect of structural complexity on the Perumytilus assemblage, we manipulated mussel size with experimental bags containing small and large individuals. Predators, grazers and mobile organisms were more abundant among smaller mussels, with smaller gap volume, whereas the barnacle Jehlius cirratus was more abundant on larger mussels. In conclusion, point-source nutrient addition to the mussel bed did not enhance primary production. However, the modification of structural characteristics related to mussel size induced changes in the faunal assemblage. Thus, it seems that in this nutrient-rich system, nutrient enhancement would not significantly affect Perumytilus and its assemblage, whereas structural habitat seems to play an important role in shaping this community. © 2010 Springer-Verlag and AWI.;2011;2023-07-04 07:37:20;2024-04-11 08:23:20;;187-196;;2;65;;Helgol. Mar. Res.;;;;;;;;English;;;Scopus;;;;;;;"Community structure; Rocky intertidal; habitat structure; primary production; community structure; fauna; predator; biomass; nutrient; mollusc; Peru; Mytilidae; upwelling; Bottom-up; Perumytilus purpuratus; Thoracica; Jehlius cirratus; Perumytilus; TOP-DOWN; ECOSYSTEM ENGINEERS; COMPLEXITY; MYTILUS-EDULIS; CENTRAL CHILE; SHORES; BOTTOM-UP; ROCKY INTERTIDAL COMMUNITIES; PERUMYTILUS-PURPURATUS; WAVE-FORCES; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UHSSKYG6;journalArticle;2011;"Moulton, O.M.; Hacker, S.D.";Congeneric variation in surfgrasses and ocean conditions influence macroinvertebrate community structure;Marine Ecology Progress Series;;01718630 (ISSN);10.3354/meps09180;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960510570&doi=10.3354%2fmeps09180&partnerID=40&md5=25f4b731aaafd231c21ad60e64511788;Foundation species are important components of ecosystems because they provide habitat and ameliorate stressful conditions for residents. Comparisons of congeneric foundation species have mostly been limited to comparisons of native and invasive species, with less attention paid to multiple native species. Surfgrasses (Phyllospadix spp.) are ubiquitous foundation species on the coast of Oregon, USA, protecting resident invertebrates from waves and providing them with access to sandy substrate in an otherwise rocky habitat. Two native surfgrass species, P. scouleri and P. serru la - tus, have superficially similar morphological characteristics and co-occur within the same rocky intertidal zones. We investigated whether these native congeneric species function similarly as foundation species by comparing the 2 species' morphology, sediment accretion and associated resident macro - invertebrates at 3 capes that vary in oceanographic conditions. The results show that although the macroinvertebrate abundance was the same between surfgrass species, macroinvertebrate species richness, composition and functional groups varied considerably, with more infauna and deposit feeders found within P. serru la tus. P. serrulatus also had fewer tillers and rhizomes, and lower biomass per given area, but greater sediment accretion than its congener P. scouleri. One notably strong result was the difference in macroinvertebrate abundance among capes, with Cape Perpetua having 2.5-3 times more animals per given area than Capes Foulweather or Blanco. Overall, we conclude that although the 2 co-occurring surfgrass congeners provided functionally different habitat for resident macro - invertebrates, regional oceanographic processes (i.e. upwelling and productivity) may be more influential in determining the overall abundance and productivity of these diverse animal communities. © 2011 Inter-Research.;2011;2023-07-04 07:37:21;2024-04-11 07:39:38;;53-63;;;433;;Mar. Ecol. Prog. Ser.;;;;;;;;English;;;Scopus;;;;;;;"morphology; Foundation species; species richness; abundance; community structure; macroinvertebrate; United States; substrate; accretion; intertidal environment; grass; Oregon; upwelling; Phyllospadix; Congeners; Macroinvertebrate community; Ocean upwelling; Surfgrass; rhizome; Invertebrata; comparative study; Animalia; biological production; Phyllospadix scouleri; Phyllospadix serrulatus; DISTURBANCE; CONSEQUENCES; TOP-DOWN; POSITIVE INTERACTIONS; INVERTEBRATES; SEAGRASS; PHYTOPLANKTON; COASTAL OCEAN; NAINERIS-LAEVIGATA POLYCHAETA; PHYLLOSPADIX; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M58PZSYB;journalArticle;2011;"Kersen, P.; Kotta, J.; Bučas, M.; Kolesova, N.; Deķere, Z.";Epiphytes and associated fauna on the brown alga Fucus vesiculosus in the Baltic and the North Seas in relation to different abiotic and biotic variables;Marine Ecology;;14390485 (ISSN);10.1111/j.1439-0485.2010.00418.x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953330788&doi=10.1111%2fj.1439-0485.2010.00418.x&partnerID=40&md5=89303938038800a890b64aceea0136c1;Fucus vesiculosus L. is an important habitat-forming macroalga both in the saline and high diverse North Sea and the diluted and low diversity Baltic Sea. Despite its importance, comparisons of the spatial patterns of its epiphytes have rarely been reported. In this study we examined the species composition and density of macro-epiphytes and mobile fauna on the canopy-forming macroalga F. vesiculosus inhabiting different regimes of wave exposure in the North and Baltic Seas. The North and Baltic Seas had distinct epiphyte and mobile faunal communities. Wave exposure and segments of host fronds significantly contributed to the variability in species composition and dominance structure of epiphytes on F. vesiculosus in the North Sea and Baltic Sea. The study indicated that there is no clear spatial scale where environmental variables best predicted epiphytic and mobile faunal communities, and the formation of epiphytic and faunal communities is an interplay of factors operating through micro- to regional scales. © 2011 Blackwell Verlag GmbH.;2011;2023-07-04 07:37:22;2024-04-11 08:06:00;;87-95;;SUPPL. 1;32;;Mar. Ecol.;;;;;;;;English;;;Scopus;;;;;;;"seaweed; wave exposure; species richness; spatial variation; seaweeds; brown alga; Fucus; epibionts; community ecology; species diversity; macroalga; Baltic Sea; Wave exposure; North Sea; Community composition; epiphyte; Marine benthos; species-area relationship; Seaweeds; Spatial variability; mobile invertebrates; Fucus vesiculosus; Phaeophyceae; Fucoids; Atlantic Ocean; Epibionts; Invertebrata; biotic factor; Dominance structure; Host frond; Mobile invertebrates; PATTERNS; ECOLOGY; HABITAT; VARIABILITY; SCALE; ASSEMBLAGES; HOST; ASCOPHYLLUM-NODOSUM; DEPTH DISTRIBUTION; marine benthos; spatial variability; dominance structure; fucoids; host frond; POLYSIPHONIA-LANOSA; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6V6SQJ55;journalArticle;2011;"Messmer, V.; Jones, G.P.; Munday, P.L.; Holbrook, S.J.; Schmitt, R.J.; Brooks, A.J.";Habitat biodiversity as a determinant of fish community structure on coral reefs;Ecology;;00129658 (ISSN);10.1890/11-0037.1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555188727&doi=10.1890%2f11-0037.1&partnerID=40&md5=3c828b7dd75138d4cb4d85f82e0267bb;Increased habitat diversity is often predicted to promote the diversity of animal communities because a greater variety of habitats increases the opportunities for species to specialize on different resources and coexist. Although positive correlations between the diversities of habitat and associated animals are often observed, the underlying mechanisms are only now starting to emerge, and none have been tested specifically in the marine environment. Scleractinian corals constitute the primary habitat-forming organisms on coral reefs and, as such, play an important role in structuring associated reef fish communities. Using the same field experimental design in two geographic localities differing in regional fish species composition, we tested the effects of coral species richness and composition on the diversity, abundance, and structure of the local fish community. Richness of coral species overall had a positive effect on fish species richness but had no effect on total fish abundance or evenness. At both localities, certain individual coral species supported similar levels of fish diversity and abundance as the high coral richness treatments, suggesting that particular coral species are disproportionately important in promoting high local fish diversity. Furthermore, in both localities, different microhabitats (coral species) supported very different fish communities, indicating that most reef fish species distinguish habitat at the level of coral species. Fish communities colonizing treatments of higher coral species richness represented a combination of those inhabiting the constituent coral species. These findings suggest that mechanisms underlying habitat-animal interaction in the terrestrial environment also apply to marine systems and highlight the importance of coral diversity to local fish diversity. The loss of particular key coral species is likely to have a disproportionate impact on the biodiversity of associated fish communities. © 2011 by the Ecological Society of America.;2011;2023-07-04 07:37:22;2024-04-11 07:44:34;;2285-2298;;12;92;;Ecology;;;;;;;;English;;;Scopus;;;;;;;"Biodiversity; Habitat loss; Animals; Coral reefs; biodiversity; coexistence; species richness; habitat loss; climate change; abundance; fish; community structure; reef fish; colonization; Climate change; Reef fish; coral reefs; species diversity; coral reef; Australia; microhabitat; resources; Coral Reefs; Queensland; Scleractinia; Species richness; Great Barrier Reef; Anthozoa; marine environment; Kimbe Bay; resource availability; Resources; Fishes; animal; article; Coral Sea; species evenness; Pacific Ocean; Animalia; Papua New Guinea; fieldwork; Diversity patterns; Great Barrier Reef Australia; Habitat-animal interactions; Kimbe Bay northern Papua New Guinea; West New Britain; PATTERNS; DIVERSITY; DEGRADATION; CLIMATE; ABUNDANCE; SPECIALIZATION; FUTURE; PLANT-SPECIES RICHNESS; DEPENDENCE; diversity patterns; habitat-animal interactions; northern Papua New Guinea; WOODY PLANT; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5G5TWVF6;journalArticle;2011;"Silliman, B.R.; Bertness, M.D.; Altieri, A.H.; Griffin, J.N.; Bazterrica, M.C.; Hidalgo, F.J.; Crain, C.M.; Reyna, M.V.";Whole-community facilitation regulates biodiversity on patagonian rocky shores;PLoS ONE;;19326203 (ISSN);10.1371/journal.pone.0024502;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054738616&doi=10.1371%2fjournal.pone.0024502&partnerID=40&md5=09ff902f6a3fa14d0d50a3853badb20f;Background: Understanding the factors that generate and maintain biodiversity is a central goal in ecology. While positive species interactions (i.e., facilitation) have historically been underemphasized in ecological research, they are increasingly recognized as playing important roles in the evolution and maintenance of biodiversity. Dominant habitat-forming species (foundation species) buffer environmental conditions and can therefore facilitate myriad associated species. Theory predicts that facilitation will be the dominant community-structuring force under harsh environmental conditions, where organisms depend on shelter for survival and predation is diminished. Wind-swept, arid Patagonian rocky shores are one of the most desiccating intertidal rocky shores ever studied, providing an opportunity to test this theory and elucidate the context-dependency of facilitation. Methodology/Principal Findings: Surveys across 2100 km of southern Argentinean coastline and experimental manipulations both supported theoretical predictions, with 43 out of 46 species in the animal assemblage obligated to living within the matrices of mussels for protection from potentially lethal desiccation stress and predators having no detectable impact on diversity. Conclusions/Significance: These results provide the first experimental support of long-standing theoretical predictions and reveal that in extreme climates, maintenance of whole-community diversity can be maintained by positive interactions that ameliorate physical stress. These findings have important conservation implications and emphasize that preserving foundation species should be a priority in remediating the biodiversity consequences of global climate change. © 2011 Silliman et al.;2011;2023-07-04 07:37:22;2024-07-31 13:26:40;;;;10;6;;PLoS ONE;;;;;;;;English;;;Scopus;;;;;;;"Animals; Bivalvia; Water Movements; biodiversity; Predatory Behavior; predation; Argentina; sediment; climate change; physiology; community structure; bivalve; climate; biota; physical stress; desiccation; physiological stress; Desiccation; water flow; Climate; animal; Biota; nonhuman; controlled study; environmental protection; species habitat; article; sea water; Seawater; Stress, Physiological; Geologic Sediments; geographic distribution; global climate; Animalia; Data Collection; information processing; geographical variation (species); DIVERSITY; DISTURBANCE; HABITAT; NEW-ZEALAND; POSITIVE INTERACTIONS; PREDATION; PRODUCTIVITY; NETWORKS; SPECIES INTERACTIONS; SALT MARSHES; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNPGJXMI;journalArticle;2011;"Sueiro, M.C.; Bortolus, A.; Schwindt, E.";Habitat complexity and community composition: Relationships between different ecosystem engineers and the associated macroinvertebrate assemblages;Helgoland Marine Research;;14383888 (ISSN);10.1007/s10152-010-0236-x;https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155132090&doi=10.1007%2fs10152-010-0236-x&partnerID=40&md5=50b286f2b7c094678a9d3872a136407f;Several species of ecosystem engineers inhabiting coastal environments have been reported structuring different kinds of communities. The magnitude of this influence often depends on the habitat complexity introduced by the engineers. It is commonly accepted that an increase in habitat complexity will result in an increase in diversity and/or abundance in the associated fauna. The rocky salt marshes along the coast of Patagonia are dominated by cordgrasses, mussels, and barnacles forming a mosaic of engineered habitats with different complexity. This system allows us to address the following questions: how different is a macroinvertebrate assemblage when dominated by different ecosystem engineers? And, is there a positive relationship between increasing habitat complexity and the species richness, diversity and total density of the assemblages? To address these questions, we compared the three ecological scenarios with decreasing habitat complexity: cordgrass-mussel, mussel, and barnacle-engineered habitats. We found a total of 22 taxa mostly crustaceans and polychaetes common to all scenarios. The three engineered habitats showed different macroinvertebrate assemblages, mainly due to differences in individual abundances of some taxa. The cryptogenic amphipod Orchestia gammarella was found strictly associated with the cordgrass-mussel habitat. Species richness and diversity were positively related with habitat complexity while total density showed the opposite trend. Our study suggests that species vary their relative distribution and abundances in response to different habitat complexity. Nevertheless, the direction (i. e., neutral, positive or negative) and intensity of the community's response seem to depend on the physiological requirements of the different species and their efficiency to readjust their local spatial distribution in the short term. © 2010 Springer-Verlag and AWI.;2011;2023-07-04 07:37:25;2024-07-31 13:05:50;;467-477;;4;65;;Helgol. Mar. Res.;;;;;;;;English;;;Scopus;;;;;;;"Ecosystem engineers; ecosystem engineering; Habitat complexity; species richness; abundance; Patagonia; Crustacea; ecosystem management; macroinvertebrate; spatial distribution; Spartina; species diversity; Macroinvertebrate assemblage; saltmarsh; dominance; Polychaeta; coastal zone; habitat management; community response; Thoracica; Orchestia gammarella; DIVERSITY; ABUNDANCE; ORGANISMS; SALT-MARSH; ROCKY SHORES; MACROFAUNA; SOFT-BOTTOM; INVASION; FEEDING ECOLOGY; SPARTINA-DENSIFLORA; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LQVWAX6J;journalArticle;2011;"Schmidt, A.L.; Coll, M.; Romanuk, T.N.; Lotze, H.K.";Ecosystem structure and services in eelgrass Zostera marina and rockweed Ascophyllumnodosum habitats;Marine Ecology Progress Series;;01718630 (ISSN);10.3354/meps09276;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052904126&doi=10.3354%2fmeps09276&partnerID=40&md5=92722f796e20bee200aa960abe5c8de3;"Marine vegetated habitats provide essential functions and services to ocean ecosystems and human well-being. It is unclear, however, how different habitat types compare. Using large-scale field surveys, we compared the canopy and community structure between eelgrass and rockweed beds in Atlantic Canada and assessed their nitrogen retention, carbon storage, and habitat services. We then used binary network models of predator-prey interactions to determine food-web structure and its robustness to species loss. Despite disparate 3-dimensional canopy structure, both habitats significantly enhanced overall abundance and diversity of associated flora and fauna, including several commercially important species. Significant differences occurred in the species assemblages within and between habitats and were attributed to different settlement opportunities, food availability, predation risk, and maneuverability. While eelgrass plants had higher nitrogen content, rockweed canopies maintained 8-fold greater biomass and, thus, 14-fold greater nitrogen and 8-fold greater carbon retention per unit area. Both rockweed and eelgrass food webs showed similarities to other temperate and tropical seagrass webs, yet their robustness to the loss of most connected species including primary producers was among the lowest; underscoring their vulnerability to disturbances affecting the functionally dominant primary producers. The present study demonstrates that marine vegetation provides important habitat, nitrogen, and carbon storage services, yet the extent of these services depends on the foundation species and its architecture. Changes in canopy structure will therefore have profound effects on associated food webs and ecosystem services. Thus, as increasing human pressures on coastal ecosystems threaten the continued supply of essential functions and services, the protection of marine vegetated habitats should be a management priority. © Inter-Research 2011.";2011;2023-07-04 07:37:26;2024-07-31 14:16:53;;51-68;;;437;;Mar. Ecol. Prog. Ser.;;;;;;;;English;;;Scopus;;;;;;;"Species extinction; Diversity; seagrass; biodiversity; habitat loss; nitrogen; primary production; predation risk; Canada; food web; Zostera marina; juvenile; Canopy structure; Carbon storage; Food-web structure; Human impacts; Juvenile habitat; Nitrogen retention; vulnerability; food availability; carbon sequestration; ecosystem service; marine ecosystem; habitat management; Atlantic Ocean; ecosystem structure; anthropogenic effect; phytomass; Pilea microphylla; FISH ASSEMBLAGES; SECONDARY PRODUCTION; SPECIES RICHNESS; SEAGRASS BEDS; NETWORK STRUCTURE; BIODIVERSITY LOSS; NURSERY ROLE; NEW-BRUNSWICK; SIZE-STRUCTURE; WESTERN-PORT; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8PR3SF93;journalArticle;2011;"Thomsen, M.S.; Muth, M.F.; McGlathery, K.J.";Tube-forming polychaetes enhance invertebrate diversity and abundance in sandy sediments of Mozambique, Africa;African Journal of Marine Science;;18142338 (ISSN);10.2989/1814232X.2011.600433;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855736034&doi=10.2989%2f1814232X.2011.600433&partnerID=40&md5=62d3751547743e4ce79e4d6c7373e2ee;In marine soft-bottom systems, polychaetes can increase habitat complexity by constructing rigid tubes (e.g. several onuphid species) that contrast with surrounding topographically flat sediments. These structures can provide predation refuges and increase larval settlement and thereby increase the richness and abundance of fauna. We collected invertebrate samples from an intertidal flat with low onuphid tube density (2.7 m -2) in Mozambique and document that more organisms (70 times higher mollusc abundances) and more species (15 times more mollusc species) were found associated with solitary tubes of an onuphid polychaete compared with surrounding sand habitats. These results are in agreement with tube versus sand comparisons from soft-bottom systems in the North Atlantic where polychaete tube densities are often much higher. © NISC (Pty) Ltd.;2011;2023-07-04 07:37:27;2024-04-11 07:19:10;;327-332;;2;33;;Afr. J. Mar. Sci.;;;;;;;;English;;;Scopus;;;;;;;"species richness; abundance; sand; Mollusca; polychaete; larval settlement; Western Indian Ocean; intertidal environment; species diversity; Polychaeta; Species richness; refuge; Habitat formation; Indian Ocean; Atlantic Ocean; marine sediment; Atlantic Ocean (North); Invertebrata; Onuphidae; Indian Ocean (West); soft-bottom environment; Mozambique; Onuphid polychaete; DISTURBANCE; COMMUNITY STRUCTURE; FACILITATION; MULTIVARIATE-ANALYSIS; LANICE-CONCHILEGA; VARIANCE; ANNELIDA ONUPHIDAE; CAPS; DIOPATRA-CUPREA POLYCHAETA; habitat formation; onuphid polychaete; REFUGES; western Indian Ocean; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8Q37XRUW;journalArticle;2011;"Irigoyen, A.J.; Trobbiani, G.; Sgarlatta, M.P.; Raffo, M.P.";Effects of the alien algae Undaria pinnatifida (Phaeophyceae, Laminariales) on the diversity and abundance of benthic macrofauna in Golfo Nuevo (Patagonia, Argentina): Potential implications for local food webs;Biological Invasions;;13873547 (ISSN);10.1007/s10530-010-9910-9;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957994649&doi=10.1007%2fs10530-010-9910-9&partnerID=40&md5=29bbe0da5a620ce21aeb252eadaca4d2;Changes in macroalgal community structure caused by invasive seaweeds have strong impacts on the associated macrofauna due to the role of macroalgae as autogenic ecosystem engineers. This study investigates the effect of Undaria pinnatifida on the abundance and diversity of benthic macrofauna in Golfo Nuevo, northern Patagonia, using a manipulative experiment involving the systematic removal of Undaria microthalli from strips of hard bottom during its eighth-month growing period. Species richness and diversity were higher in plots covered by Undaria than when Undaria was removed. Also, the abundance of two species of crustaceans, one species of sea urchin, one species of nemertina and several species of polychaetes was higher. We attribute these effects to the provision of new habitat structure by Undaria, a larger and structurally more complex species than the local native seaweeds. These results support the hypothesis that complex habitats enhance abundance and species richness, by offering different shelter and foraging opportunities compared to morphologically simpler habitats. Based on a review of diet studies in the region, we speculate that Undaria could potentially produce a bottom-up effect on local food chains by increasing abundance of prey for a wide variety of predators, from invertebrates to marine mammals. While our study has a narrow temporal and spatial scale, we expect similar effects of Undaria on the macrofauna in other sites of the Argentine coast, especially those dominated by small native macroalgae. © 2010 Springer Science+Business Media B.V.;2011;2023-07-04 07:37:27;2024-04-11 08:19:09;;1521-1532;;7;13;;Biol. Invasions;;;;;;;;English;;;Scopus;;;;;;;"Diversity; seaweed; species richness; Argentina; Laminariales; abundance; Patagonia; algae; Crustacea; polychaete; food web; invasive species; diet; echinoderm; species diversity; Benthic macrofauna; macrobenthos; community dynamics; alga; Polychaeta; Food webs; Invasive seaweed; Undaria pinnatifida; ecological impact; Phaeophyceae; crustacean; Echinoidea; Invertebrata; Chubut; Mammalia; Undaria; Nemertea; Golfo Nuevo; SEAWEED; RECRUITMENT; PREDATION; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8GY2KPTL;journalArticle;2011;"Rogers-Bennett, L.; Allen, B.L.; Rothaus, D.P.";Status and habitat associations of the threatened northern abalone: Importance of kelp and coralline algae;Aquatic Conservation: Marine and Freshwater Ecosystems;;10990755 (ISSN);10.1002/aqc.1218;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053339961&doi=10.1002%2faqc.1218&partnerID=40&md5=37eb51255c299ca3802c16fc88120d8f;Northern abalone (Haliotis kamtschatkana kamtschatkana) is a federally listed species of concern. The status of northern abalone and the characteristics of the habitats they associate with were determined showing that northern abalone have declined dramatically in Washington State with present day abundances <10% of those found in 1979. Northern abalone inhabited kelp beds (Nereocystis luetkeana), more than red sea urchin beds (Strongylocentrotus franciscanus) (X 2=16, d.f. = 1, P<0.01) or habitats with both kelp and sea urchins (X 2=13.2, d.f. = 1, P<0.01). Sites with Nereocystis kelp canopy had twice the percentage cover of encrusting coralline algae compared with sea urchin sites. No juvenile abalone (<75mm) were found in any of the habitat types raising concerns about recruitment failure. Abalone co-occurred with other molluscs including limpets and scallops. Kelp holdfast microhabitats had significantly higher species richness (t=2.2, d.f. = 6, P<0.05), twice the effective number of species and 5x more individuals than sea urchin spine microhabitats. In laboratory choice experiments, juvenile abalone (20mm) preferred coralline rocks to kelp holdfasts or sea urchin spine canopy. The small snail, Amphissa spp. (5-15mm) was more abundant inside kelp holdfasts than under sea urchins or in rock cobble, suggesting this may be an important microhabitat. It is recommended that kelp beds with abundant coralline substrate be used for restoration including stocking juveniles and adult aggregations as this biogenic habitat may enhance northern abalone restoration actions. © 2011 John Wiley & Sons, Ltd.;2011;2023-07-04 07:37:28;2024-04-11 07:29:51;;573-581;;6;21;;Aquatic Conserv. Mar. Freshw. Ecosyst.;;;;;;;;English;;;Scopus;;;;;;;"biogenic habitat; ecosystem engineering; kelp forest; restoration; Ecosystem engineering; abundance; Marine protected areas; algae; Biogenic habitat; Restoration; Mollusca; microhabitats; marine protected areas; endangered species; United States; Nereocystis; substrate; biogenic structure; echinoderm; marine park; juvenile; microhabitat; sea urchins; Strongylocentrotus franciscanus; habitat quality; Sea urchins; Microhabitats; conservation status; Gastropoda; Puget Sound; rarity; snail; Echinoidea; coralline alga; population decline; environmental restoration; vegetation cover; Nereocystis luetkeana; Washington [United States]; Strongylocentrotus; Patellidae; Pectinidae; Haliotidae; Amphissa; Haliotis kamtschatkana; Haliotis kamtschatkana kamtschatkana; Pinto abalone; Rarity; CLIMATE-CHANGE; SEA-URCHINS; ABUNDANCE; CALIFORNIA; ECOSYSTEM ENGINEERS; REPRODUCTION; BRITISH-COLUMBIA; MARINE RESERVES; BLACK ABALONE; HALIOTIS-KAMTSCHATKANA; pinto abalone; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C4PCNUVN;journalArticle;2011;"Koivisto, M.; Westerbom, M.; Riihimäki, A.";Succession-driven facilitation of macrofaunal communities in sublittoral blue mussel habitats;Marine Biology;;00253162 (ISSN);10.1007/s00227-010-1621-3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955068898&doi=10.1007%2fs00227-010-1621-3&partnerID=40&md5=4cce857f54a25da24f90e771a9ef25ab;Whereas it is well known that ecosystem engineers can have positive effects on biodiversity, fundamental gaps still remain in our understanding of the underlying mechanisms in many marine systems. Individual- and population-level traits of engineering species are likely to determine their ability to modify the environment. Blue mussels function as important ecosystem engineer species in the Baltic Sea where they facilitate the existence of distinct associated communities. The population structure of these blue mussel beds fluctuates widely, but ecosystem effects of these fluctuations are poorly known. In this study, we experimentally and descriptively measured the effect of mussel succession stage with differing biomass, density and size structure on macrofaunal diversity and body size at 5 m depth. We found that mussel succession stage is an important determinant of faunal abundance, species richness and species assemblage. Our results demonstrate that mussel succession stage (size structure, density and biomass) highly affect the associated macrofaunal communities and the strength of facilitation in these systems. We also found that the body size of crustaceans and clams was positively correlated with mussel body size, increasing with a growing mussel body size. We suggest that it is of high importance to consider individual traits of ecosystem engineers and the types of environments in which they play critical roles in order to increase the value of the ecosystem engineering concept in ecology and conservation biology. © 2011 Springer-Verlag.;2011;2023-07-04 07:37:30;2024-04-11 07:53:26;;945-954;;5;158;;Mar. Biol.;;;;;;;;English;;;Scopus;;;;;;;"ecosystem engineering; Bivalvia; biodiversity; species richness; Crustacea; bivalve; Mytilus edulis; succession; body size; Baltic Sea; crustacean; Atlantic Ocean; habitat conservation; population size; littoral environment; WAVE EXPOSURE; DIVERSITY; DISTURBANCE; BIODIVERSITY; BEDS; POSITIVE INTERACTIONS; COMPLEXITY; MYTILUS-EDULIS; BALTIC SEA; PATCH-SIZE; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
